Geneid	Length	pm_1_cyto	pm_2_cyto	pm_3_cyto	pp_1	pp_1_cyto	pp_2	pp_2_cyto	pp_3	pp_3_cyto
ENSG00000275417	341	0	0	0	0	0	0	0	0	0
RNU6-1287P	107	0	0	0	0	0	0	0	0	0
HMGB1P33	527	0	0	0	0	0	0	0	0	0
ENSG00000259941	2465	0	0	0	0	0	0	0	0	0
ENSG00000261823	839	0	0	1	0	0	0	0	0	0
MNS1	2511	424	388	191	139	119	140	233	136	152
ENSG00000277245	578	0	0	0	0	0	0	0	0	0
ENSG00000260392	2646	0	2	1	0	0	0	0	0	1
ZNF280D	12118	70	43	23	57	79	77	39	62	35
ENSG00000285253	5049	0	0	0	0	0	0	0	0	1
ENSG00000274667	680	1	1	2	0	0	1	0	0	0
ENSG00000279683	141	0	0	0	0	0	0	0	0	0
ENSG00000285331	6467	2	6	2	2	5	6	5	3	1
ENSG00000225625	266	0	0	0	0	0	0	0	0	0
ENSG00000276524	596	8	19	5	6	9	9	2	4	7
ENSG00000275343	324	0	0	0	0	0	0	0	1	0
TCF12	9446	155	144	116	111	271	107	117	80	84
HNRNPA3P11	934	0	0	0	0	0	0	1	0	0
SNORD13D	104	0	0	0	0	0	0	0	0	0
LINC00926	3669	7	11	2	19	2	26	9	11	5
LINC01413	986	2	1	1	1	0	0	0	0	0
NDUFB10P1	521	0	0	0	0	0	0	0	0	0
CGNL1	8653	85	85	49	106	127	96	56	65	59
RNU6-844P	102	0	0	0	0	0	0	0	0	0
ENSG00000261489	255	0	0	0	0	0	0	0	0	0
ENSG00000261265	800	0	1	0	0	0	0	1	0	0
ENSG00000276772	1726	0	0	1	0	0	0	0	0	0
ENSG00000240874	429	0	0	0	0	0	1	0	0	1
MYZAP	2598	3	2	0	9	3	7	0	7	1
GCOM1	10302	3	2	3	14	5	10	2	5	3
POLR2M	6508	51	25	25	42	48	46	33	26	25
ENSG00000261219	634	0	0	0	0	0	0	0	0	0
ALDH1A2	8127	52	41	46	12	108	21	59	12	54
ENSG00000259477	931	0	0	0	0	1	0	0	0	0
ENSG00000274719	420	2	3	2	1	1	1	4	0	2
ALDH1A2-AS1	874	1	0	0	1	0	0	0	0	0
AQP9	3235	0	0	0	0	0	0	0	0	0
MTCO3P23	289	0	0	0	0	0	0	0	0	0
MTND3P12	328	0	0	0	0	0	0	0	0	0
ENSG00000259600	1481	0	0	0	0	0	0	0	0	0
MTND5P32	1802	0	0	0	0	0	0	0	0	0
MTCYBP23	1102	0	0	0	0	0	0	0	0	0
ENSG00000240934	413	0	0	0	0	0	0	0	0	0
LIPC	4992	1	0	1	0	0	2	1	1	0
LIPC-AS1	2231	0	0	0	0	0	0	0	0	0
ENSG00000277229	656	0	0	0	0	0	0	0	0	0
ENSG00000277790	161	0	0	0	1	0	0	0	0	0
ENSG00000259476	1757	0	0	0	0	0	0	0	0	0
ENSG00000259250	542	0	0	0	0	0	0	3	0	0
ADAM10	15979	100	119	103	135	164	138	111	124	64
HMGB1P51	638	2	1	1	0	2	0	1	0	0
ENSG00000182625	207	0	0	0	0	0	0	0	0	0
HSP90AB4P	1574	2	5	3	0	0	0	0	0	1
RN7SKP95	303	0	0	0	0	0	0	0	0	0
ENSG00000278513	665	0	0	0	0	0	0	0	0	0
ENSG00000286897	754	0	0	1	0	1	0	0	0	0
ENSG00000259173	315	0	0	0	0	1	0	0	0	0
SNORD3P1	216	0	0	0	0	0	0	0	0	0
ENSG00000245975	1396	5	6	3	2	6	1	5	5	1
MINDY2	9454	221	173	149	66	300	40	156	55	129
ENSG00000259402	526	0	0	2	0	1	0	0	0	0
ENSG00000259353	450	0	0	0	0	0	0	0	0	0
ZNF444P1	298	0	0	0	0	0	0	0	0	0
RNF111	7173	337	331	284	158	277	164	284	142	196
ENSG00000242747	476	0	0	0	0	1	0	0	2	0
SLTM	8178	1024	1000	777	748	1123	584	992	604	754
ENSG00000225798	383	0	0	0	0	0	0	0	0	0
ENSG00000259393	763	0	0	0	0	0	0	0	0	0
ENSG00000241640	467	1	0	0	0	0	0	0	0	0
ENSG00000288745	1282	3	2	3	1	8	0	2	0	3
CCNB2	2753	442	419	352	360	892	422	404	358	290
ENSG00000277144	543	0	0	1	0	2	0	0	0	0
ENSG00000259732	633	0	2	2	0	2	0	0	0	1
MYO1E	9077	107	114	94	47	145	39	121	39	104
MIR2116	80	0	0	0	0	0	0	0	0	0
LDHAL6B	1746	0	0	0	0	2	0	2	0	0
RNU4-80P	141	0	0	0	0	1	0	0	0	0
ENSG00000259771	448	1	0	2	0	0	0	0	0	1
RNU6-212P	104	0	0	0	0	0	0	0	0	0
ENSG00000259735	497	0	0	0	0	0	0	0	0	0
FAM81A	5571	31	36	29	83	58	72	26	58	22
NSA2P4	784	0	0	0	1	0	1	0	0	0
ENSG00000259674	802	0	0	0	0	0	0	0	0	0
ENSG00000243780	460	0	0	0	0	0	0	0	0	0
ENSG00000240238	479	1	0	0	0	0	0	1	0	0
RNA5SP396	120	0	0	0	0	0	0	0	0	0
GCNT3	6476	0	1	0	1	2	1	0	0	0
GTF2A2	3204	450	596	203	698	552	1284	270	783	212
ENSG00000227161	97	1	0	0	0	0	0	0	0	0
BNIP2	7969	112	138	108	155	243	177	124	138	100
PIGHP1	565	4	2	1	0	0	0	1	1	0
ENSG00000259238	402	4	3	7	10	7	17	5	11	4
RPS3AP6	795	199	294	103	129	177	190	111	148	86
ENSG00000286495	881	0	0	0	0	0	0	0	0	0
ENSG00000259601	1985	0	0	0	0	0	0	0	0	0
NMNAT1P5	841	0	0	0	0	0	0	0	0	0
ENSG00000289162	1293	6	8	4	2	7	0	6	0	4
FOXB1	3606	16	13	7	19	20	26	12	21	8
MESTP2	889	0	0	0	0	0	0	0	0	0
ENSG00000259223	757	0	0	0	0	0	1	0	0	0
ENSG00000287915	1500	0	0	0	0	0	0	0	0	0
ANXA2	11574	1411	1406	923	774	2054	925	1012	719	826
ENSG00000240163	312	0	0	0	0	1	0	0	0	0
ENSG00000242667	498	0	1	0	0	0	1	0	0	0
ENSG00000273721	187	0	0	0	0	0	0	0	0	0
ICE2	16010	208	244	136	100	224	136	173	106	151
RORA-AS1	2143	14	15	5	18	2	14	9	13	4
RORA	17023	70	78	31	45	108	57	53	57	49
ENSG00000259274	434	0	0	2	1	0	2	1	0	0
CYCSP38	322	0	0	0	0	0	0	0	0	0
ENSG00000273958	434	1	0	0	1	2	2	0	2	0
ENSG00000286457	1997	0	1	0	0	1	1	0	0	0
ENSG00000287508	1050	0	0	0	0	0	0	0	0	0
ENSG00000277413	164	0	0	0	0	0	0	0	0	0
RORA-AS2	1029	0	0	0	0	0	0	0	0	0
RNA5SP397	118	0	0	0	0	0	0	0	0	0
ENSG00000259591	1375	0	0	0	0	0	0	0	0	0
ENSG00000273792	1312	0	0	0	0	0	1	1	0	0
ENSG00000259481	476	0	0	1	0	1	0	0	0	0
ENSG00000259575	481	0	0	0	0	0	0	0	0	0
ENSG00000276473	426	0	0	0	0	4	0	0	0	0
ENSG00000259616	1985	0	0	0	0	0	1	0	0	0
ENSG00000259530	925	0	0	0	0	0	0	0	0	0
ENSG00000259675	1838	0	0	0	0	0	0	0	3	0
ENSG00000271195	446	0	0	0	0	0	0	0	0	0
LINC02349	1099	0	0	0	0	0	0	0	0	0
ENSG00000259564	1121	0	0	0	0	0	0	1	0	0
VPS13C	19703	184	160	142	24	159	25	119	17	107
ENSG00000285863	589	0	1	1	0	0	0	0	0	1
VPS13C-DT	1932	0	0	1	0	0	2	1	2	1
C2CD4A	3445	5	4	2	2	1	1	2	0	0
NPM1P47	856	0	0	0	0	0	0	1	0	0
C2CD4B	1581	1	0	0	0	0	0	0	0	0
ENSG00000289547	1814	0	0	0	0	0	0	0	0	0
ENSG00000289571	869	0	0	0	0	0	0	0	0	0
ENSG00000259697	3716	0	0	0	0	0	0	0	0	0
ENSG00000166104	3896	0	0	0	0	0	0	0	0	0
ENSG00000259878	564	0	0	0	0	0	0	0	0	0
GOLGA2P11	5272	0	0	0	0	0	0	0	1	0
ENSG00000260375	234	0	0	0	0	0	0	0	0	0
ENSG00000261296	3624	0	0	0	0	0	0	0	1	0
ENSG00000260957	592	0	0	0	0	0	0	0	0	0
MIR8067	77	0	0	0	0	0	0	0	0	0
MIR6085	110	0	0	0	0	0	0	0	0	0
HMGN1P26	303	0	0	0	1	0	0	0	0	0
ENSG00000274340	1549	0	0	0	0	4	0	3	0	0
TLN2	16247	108	93	61	51	130	59	64	64	63
MGC15885	2425	0	0	0	0	0	0	1	0	0
ENSG00000259756	577	0	0	0	0	0	0	0	0	0
MIR190A	85	0	0	0	0	0	0	0	0	0
ENSG00000259370	8535	0	4	1	1	1	0	4	0	1
ENSG00000259727	1225	0	0	0	4	0	6	0	3	1
ENSG00000259394	952	0	0	0	0	0	1	0	0	0
TPM1	13765	621	487	424	2029	559	2276	493	2018	362
TPM1-AS	3354	2	2	1	11	0	13	1	10	0
ENSG00000259627	691	0	0	0	0	0	0	0	0	0
ENSG00000259672	2041	0	0	0	0	0	0	0	0	0
LACTB	3939	76	64	51	107	84	79	72	95	66
RPS27L	8825	1323	1261	578	380	207	704	635	402	450
RAB8B	5103	62	58	58	195	139	198	67	148	45
APH1B	5443	27	16	9	37	40	45	18	27	13
CA12	6998	25	18	8	22	38	7	20	10	22
LINC02568	2233	1	1	1	0	0	1	1	0	0
ENSG00000259268	620	0	0	0	0	0	0	0	0	0
ENSG00000276651	2347	1	0	0	2	2	1	2	1	0
USP3	7764	205	174	145	202	221	143	135	168	120
USP3-AS1	8827	4	12	3	3	4	2	3	2	4
FBXL22	3614	1	0	1	1	0	2	1	2	1
HERC1	17059	232	181	158	92	369	92	160	76	139
ENSG00000259589	580	0	0	0	0	0	0	0	0	0
MIR422A	90	0	0	0	0	0	0	0	0	0
ENSG00000275785	288	0	0	0	0	0	0	0	0	0
DAPK2	13612	16	13	15	12	33	18	19	7	17
ENSG00000259351	1072	0	0	0	0	0	0	0	0	0
CIAO2A	2260	161	133	122	436	434	520	150	406	109
SNX1	9789	171	154	136	285	452	266	181	187	160
SNX22	5767	173	151	112	36	48	37	107	51	109
PPIB	4369	3023	2845	1098	688	1092	1178	1242	853	1186
CSNK1G1	9618	57	59	42	90	112	91	68	56	31
ENSG00000259316	3287	6	6	3	2	5	1	8	1	3
ENSG00000252774	160	0	0	0	0	0	0	0	0	0
PCLAF	3675	104	121	125	431	288	499	126	367	103
TRIP4	3103	75	76	75	104	251	99	102	102	98
ZNF609	12275	167	149	136	286	402	262	184	216	125
ENSG00000259682	391	0	1	0	0	0	0	0	0	0
GAPDHP61	1005	0	0	0	0	1	0	1	0	0
ENSG00000243403	348	1	0	0	0	0	0	0	3	0
ENSG00000239465	485	0	1	0	0	0	0	0	0	0
RNU6-549P	107	0	0	0	0	0	0	0	0	0
OAZ2	7671	1022	1245	400	448	978	612	480	489	392
ENSG00000265967	554	0	0	0	0	0	0	0	0	0
ENSG00000264937	240	2	0	1	0	1	0	0	0	1
ENSG00000259635	1609	5	5	2	0	0	0	2	2	2
RBPMS2	2104	87	72	57	196	162	161	76	140	53
MIR1272	129	0	0	0	0	1	0	0	0	0
PIF1	4656	172	165	86	3	206	16	101	11	86
PLEKHO2	3721	15	18	9	11	28	26	23	14	19
ENSG00000249240	1277	1	1	0	2	1	0	0	0	0
ENSG00000287494	616	0	1	0	0	0	2	0	0	0
ANKDD1A	5033	19	20	12	18	35	22	20	16	19
ENSG00000275332	433	0	0	0	0	0	0	0	0	0
ENSG00000274383	520	0	0	0	1	1	0	0	0	0
SPG21	3983	174	155	130	91	404	152	156	126	123
MTFMT	3432	87	87	47	69	145	134	66	97	72
ENSG00000270218	589	1	1	0	0	0	0	0	0	0
SLC51B	924	1	1	0	1	0	1	1	6	0
ENSG00000277351	615	0	0	0	0	0	0	0	2	1
RASL12	2681	0	0	0	0	0	0	0	0	0
KBTBD13	3203	0	0	0	0	0	0	0	0	0
ENSG00000278737	622	0	0	0	0	0	0	0	0	1
UBAP1L	8549	6	4	3	0	8	6	4	0	5
ENSG00000259258	267	0	0	0	0	0	0	0	0	0
PDCD7	3235	110	88	68	158	192	171	109	131	65
CLPX	5461	228	181	132	249	414	229	188	220	164
CILP	5678	3	0	1	1	3	0	1	0	0
ENSG00000279268	226	0	0	0	0	0	0	0	0	0
RNU6-686P	107	0	0	0	0	0	0	0	0	0
PARP16	3726	167	132	113	60	232	92	126	69	95
SNORA24B	131	0	0	0	0	0	0	1	0	0
RNU5A-1	116	6	5	0	8	3	1	1	3	0
ENSG00000259346	390	0	0	0	0	2	0	0	0	0
RNU5B-1	116	0	3	0	1	1	1	0	0	3
IGDCC3	5514	61	51	60	52	170	67	68	36	49
IGDCC4	7619	27	43	32	12	67	3	25	5	24
DPP8	10211	685	660	364	210	386	179	469	166	379
ENSG00000270690	485	0	0	0	0	0	0	0	0	0
ENSG00000259232	297	1	2	0	0	0	0	0	0	0
HACD3	7094	1192	1110	808	670	2461	792	1066	638	776
RNU6-19P	107	0	0	0	0	0	0	0	0	0
INTS14	4210	252	212	206	236	570	313	269	246	231
SLC24A1	9084	92	60	45	65	111	88	65	63	56
ENSG00000275638	466	0	0	0	0	0	0	0	0	0
DENND4A	10623	108	92	94	76	164	89	84	71	70
SNORD13E	104	0	0	0	0	1	0	0	0	0
MIR4511	87	0	0	0	0	0	0	0	0	0
RAB11A	5680	2365	2779	826	1444	1816	2414	994	1694	826
ENSG00000261544	428	1	4	1	0	2	0	4	0	9
ENSG00000259924	964	6	4	5	0	6	1	4	0	4
HNRNPA1P44	879	0	0	0	0	1	0	1	0	1
MEGF11	9837	49	29	22	13	56	10	15	3	18
MIR4311	100	0	0	0	0	0	0	0	0	0
DIS3L-AS1	578	0	2	0	0	0	0	1	0	0
DIS3L	5436	108	109	101	147	226	178	113	128	84
ENSG00000260773	500	4	1	5	3	3	6	2	2	0
TIPIN	2739	932	796	466	307	571	435	555	334	460
SCARNA14	136	1	1	0	0	2	1	0	3	3
RPL9P25	579	0	0	0	0	0	0	0	0	0
MAP2K1	6462	121	87	82	68	299	99	95	63	85
ATP5MFP6	266	0	0	0	0	2	0	0	0	1
RPL35AP32	323	0	1	0	0	1	0	0	0	1
ENSG00000261351	2168	8	10	8	16	10	18	14	18	9
SNAPC5	2476	511	535	291	907	363	979	307	889	249
MIR4512	77	0	1	2	0	0	0	0	0	0
RPL4	5609	29246	30178	13613	10509	27932	13319	14814	10129	11786
SNORD18C	69	0	0	0	0	0	0	0	0	0
ENSG00000280554	71	0	0	0	0	0	0	0	0	0
SNORD18B	72	0	0	0	0	0	0	0	0	0
SNORD16	99	0	0	0	0	0	0	0	0	0
SNORD18A	72	0	0	0	0	0	0	0	0	0
ZWILCH	4851	273	246	174	228	375	208	207	167	143
LCTL	3518	2	0	1	2	5	9	2	2	4
LINC01169	833	0	0	0	0	0	0	0	1	0
SMAD6	8556	34	26	27	46	53	25	32	47	27
ENSG00000274995	707	0	0	0	0	0	0	0	0	0
ENSG00000270490	2157	0	0	0	0	1	3	0	0	0
ENSG00000277152	6721	4	1	3	1	4	0	0	0	0
ENSG00000259437	423	0	0	0	0	0	0	0	0	0
LINC02206	719	0	0	1	0	0	1	0	0	1
ENSG00000259347	3779	6	6	2	1	3	5	5	4	6
HMGN2P47	272	0	0	0	0	0	0	0	0	0
SMAD3	9981	68	68	46	77	185	67	87	61	69
ENSG00000259202	472	0	0	0	0	0	0	0	0	0
AAGAB	4138	1397	1400	469	187	350	258	440	184	434
RPS24P16	392	0	0	0	0	0	0	2	0	0
IQCH	7122	50	47	32	11	57	11	36	15	22
IQCH-AS1	11554	59	44	36	174	42	122	59	117	31
C15orf61	4751	664	638	326	1222	522	1829	568	1392	499
MAP2K5-DT	1533	64	31	28	44	34	63	40	52	28
MAP2K5	5031	152	136	104	81	207	114	146	99	94
HNRNPA1P5	966	1	0	0	2	1	0	0	0	1
SKOR1	4507	1	1	2	0	1	1	0	0	0
ENSG00000259410	401	1	3	0	1	0	0	1	0	0
ENSG00000245719	1986	0	0	0	0	0	0	0	0	0
RNU6-1	107	2	0	1	8	2	1	0	2	2
ENSG00000261702	235	0	0	0	0	0	0	0	0	0
ENSG00000260109	534	0	0	0	0	0	0	0	0	0
PIAS1	10647	234	217	150	246	553	355	238	245	194
ENSG00000260007	7276	7	8	3	11	7	17	10	19	2
CALML4	5007	2	3	0	1	7	0	5	0	1
CLN6	7344	71	49	37	27	110	26	48	25	51
HMGN2P40	391	0	3	0	2	0	0	0	0	0
ENSG00000260657	736	1	1	1	16	0	12	2	13	1
FEM1B	7624	356	352	246	186	503	272	290	174	235
ITGA11	10866	15	7	8	33	21	19	7	20	8
ENSG00000286770	1212	0	0	0	0	0	0	0	0	0
CORO2B	3975	4	2	5	4	13	1	2	3	4
CARS1P1	889	0	0	0	0	0	0	0	0	0
ANP32A	7544	4267	3820	2111	2618	1506	2736	2398	2137	1989
MIR4312	76	0	0	1	0	0	0	2	0	0
SPESP1	1563	0	0	0	2	0	1	0	1	0
ENSG00000259286	920	2	2	0	4	3	2	2	7	2
ENSG00000285919	3555	0	0	0	0	0	0	0	0	0
ENSG00000137808	1117	0	0	0	0	0	0	0	0	0
NOX5	12530	0	1	1	4	2	4	2	1	3
ENSG00000288068	4007	0	0	0	0	0	0	1	0	0
ENSG00000273851	1947	0	0	0	0	1	0	0	0	0
ENSG00000259265	872	0	2	0	0	0	0	0	0	0
EWSAT1	3576	15	10	6	6	4	6	14	1	5
ENSG00000259222	916	0	0	0	0	0	0	0	0	0
GLCE	6630	95	118	72	323	310	516	127	423	136
PAQR5-DT	4852	9	2	0	4	3	3	2	4	3
ENSG00000259504	883	1	1	0	0	0	0	0	0	0
PAQR5	6259	47	49	36	58	134	61	64	49	40
ENSG00000259645	694	1	0	0	0	0	0	1	0	1
KIF23-AS1	4717	44	33	18	29	20	40	27	34	15
KIF23	6576	340	275	219	159	573	150	309	127	229
ENSG00000259191	655	0	0	2	0	1	0	0	0	0
RPLP1	3252	71071	60129	40509	57235	19860	62561	53847	54589	35144
LINC02896	391	2	2	0	2	5	3	1	4	2
DRAIC	31253	21	11	13	6	6	3	8	10	5
ENSG00000259457	890	0	0	0	0	0	0	0	0	0
ENSG00000289525	712	0	0	0	0	0	0	0	0	0
GEMIN8P1	731	0	0	0	0	0	1	0	0	0
ENSG00000259309	1257	0	0	0	0	2	0	0	0	0
TLE3	12617	298	266	210	152	497	174	281	120	204
MIR629	97	0	0	0	0	0	0	0	0	0
RNU6-745P	106	0	0	0	0	0	0	0	0	0
ENSG00000259252	569	0	1	0	5	0	12	1	5	2
ENSG00000259503	527	0	0	0	0	0	1	0	0	0
LINC02205	239	0	0	0	0	0	0	0	0	0
ENSG00000287741	2201	0	0	0	0	0	0	0	0	0
LINC02204	3206	0	1	2	0	1	2	0	0	0
ENSG00000259227	393	0	0	0	0	0	0	0	0	0
SALRNA3	1021	0	0	0	0	0	0	0	0	0
SALRNA2	2066	0	0	0	0	0	0	0	0	0
UACA	10996	796	738	569	186	1022	166	505	167	356
ENSG00000259532	472	0	1	1	1	0	0	0	0	0
ENSG00000274297	588	2	1	2	1	6	3	3	1	0
ENSG00000259624	440	0	0	0	0	0	0	0	0	0
ENSG00000259452	474	0	0	0	0	0	0	0	0	0
RPL29P30	946	0	0	0	0	0	1	0	5	0
LARP6	5552	124	133	92	244	191	314	145	201	87
ENSG00000259744	755	0	0	0	0	1	1	0	0	0
LRRC49	9992	29	25	24	21	51	55	34	31	23
KRT8P9	1449	0	0	0	0	0	0	0	0	0
THAP10	2047	44	48	37	67	101	106	29	41	34
RPL5P3	889	0	1	0	0	1	1	0	0	0
THSD4	16031	39	38	27	25	62	10	32	20	32
CT62	2849	1	0	0	0	0	0	0	4	0
THSD4-AS1	4603	0	0	0	0	0	0	0	0	0
HMGB1P6	646	64	80	57	24	16	25	51	27	45
ENSG00000260586	1237	0	0	0	0	1	0	0	1	0
ENSG00000212664	555	32	39	13	19	5	11	18	12	17
ENSG00000278408	585	0	0	0	0	0	0	0	0	0
NR2E3	3244	0	2	2	1	1	0	0	0	3
ENSG00000260037	896	0	0	0	2	1	1	1	0	0
MYO9A	20320	165	179	129	132	305	125	143	116	122
RNA5SP399	117	0	0	0	0	0	0	0	0	0
ENSG00000261632	781	1	0	1	0	1	0	0	0	0
EIF5A2P1	460	3	0	1	0	0	0	0	0	0
RNU2-65P	185	0	0	0	0	0	0	1	0	0
SENP8	4982	36	28	37	45	75	62	37	51	31
ENSG00000243568	796	0	0	0	0	0	0	0	0	0
ENSG00000260173	393	1	1	0	0	0	0	0	0	0
GRAMD2A	4990	1	2	0	0	2	1	0	4	2
PKM	8568	5716	4877	4364	2223	10419	2292	4878	2027	3998
PARP6	7646	426	412	246	220	467	225	242	192	204
ENSG00000273025	1902	0	0	0	0	0	0	0	0	0
ENSG00000261460	3148	4	2	1	0	5	0	3	0	1
CELF6	3616	0	0	0	0	0	0	0	0	0
ENSG00000260729	4374	0	1	2	1	0	1	2	0	0
HEXA	15893	249	256	176	70	470	62	228	46	167
HEXA-AS1	2676	9	13	4	21	10	24	6	26	4
RPL12P35	496	7	4	2	2	0	1	5	2	2
TMEM202	1391	1	0	0	0	0	0	0	0	0
TMEM202-AS1	2713	14	19	8	19	7	13	7	13	11
PHBP20	818	0	0	0	0	0	0	0	0	2
ENSG00000261187	1135	2	4	2	0	3	0	1	0	0
ARIH1	22878	232	211	167	207	460	303	151	245	133
MIR630	97	0	0	0	0	0	0	0	0	0
ENSG00000260534	2155	0	0	0	0	0	0	0	0	0
ENSG00000278313	426	0	0	0	0	0	0	0	0	0
ENSG00000260144	1194	1	0	2	0	1	0	3	0	1
LINC02259	637	0	0	2	6	2	2	1	2	3
ENSG00000260672	2441	0	0	0	0	1	0	1	0	0
ENSG00000259909	382	3	0	0	0	0	0	0	0	0
GOLGA6B	5480	1	1	2	1	1	5	1	0	0
RN7SL853P	223	0	0	0	0	0	0	0	0	0
HIGD2B	1134	5	5	0	0	2	2	1	1	1
ENSG00000261281	316	0	0	0	0	0	0	0	0	0
BBS4	4148	332	272	233	138	611	141	278	100	211
ADPGK	6006	173	168	123	71	402	115	194	83	151
ADPGK-AS1	5050	14	9	3	12	8	7	4	6	3
ENSG00000285729	738	0	0	0	0	0	0	0	0	0
NPM1P42	862	0	0	0	0	0	0	0	0	0
NEO1	8137	113	109	100	123	308	129	114	93	88
FKBP1AP2	283	1	0	0	0	0	0	0	0	0
NPM1P43	786	0	0	0	0	0	0	0	0	0
ENSG00000259528	531	0	0	0	0	1	0	1	0	0
HCN4	6922	7	2	3	3	12	7	3	3	4
ENSG00000259650	371	1	0	0	0	0	0	0	0	0
REC114	920	0	0	0	2	3	6	1	3	0
MRPS15P1	748	0	1	0	0	0	0	0	0	0
NPTN	4032	146	141	115	486	380	486	182	448	132
NPTN-IT1	2283	61	64	46	0	69	0	39	0	34
CD276	5482	212	242	165	110	508	152	198	115	177
ENSG00000276807	1664	0	0	0	0	0	0	0	0	0
INSYN1	7150	4	1	3	13	27	23	11	21	6
INSYN1-AS1	1640	6	7	5	3	9	5	7	4	4
ENSG00000260624	659	0	0	0	0	0	0	0	0	0
TBC1D21	1270	1	0	0	0	0	0	0	0	0
LOXL1-AS1	5421	173	159	102	112	113	150	144	101	104
LOXL1	3637	31	30	16	13	33	24	16	19	10
STOML1	10458	99	109	70	55	137	50	65	47	45
PML	12672	135	95	93	88	262	134	124	94	80
ENSG00000287543	2802	2	0	0	0	0	0	0	0	0
DNM1P33	270	0	0	0	0	0	0	0	0	0
GOLGA6A	3505	0	0	0	2	0	0	2	1	0
RN7SL429P	223	0	0	0	0	0	0	0	0	0
COMMD4P2	386	0	0	1	0	0	0	0	0	0
ISLR2	5847	4	0	1	5	7	8	1	1	0
ENSG00000248540	3301	4	5	3	3	2	1	2	0	1
ENSG00000261543	554	0	0	0	0	0	0	0	1	0
ISLR	2632	2	1	0	12	3	11	2	1	1
STRA6	7669	28	24	18	12	63	9	21	18	16
CCDC33	7030	15	21	7	32	13	32	16	25	14
ENSG00000280309	5025	0	0	0	0	0	0	0	0	0
ENSG00000261384	382	0	0	0	0	0	0	0	0	0
ENSG00000277749	612	0	0	0	0	0	2	0	1	0
CYP11A1	3397	0	0	0	5	5	10	0	5	2
PPIAP46	3702	2	1	0	2	2	1	1	7	1
ENSG00000261821	4946	0	0	0	0	0	0	0	0	0
ENSG00000274937	834	3	6	0	1	0	0	2	1	3
LINC02255	199	0	0	0	0	0	0	0	0	0
SEMA7A	3800	7	7	3	11	21	26	6	15	5
MIR6881	76	0	0	0	0	0	0	0	0	0
ENSG00000286696	1684	0	0	0	0	0	0	0	0	0
UBL7	1885	636	668	395	634	1086	911	503	672	396
UBL7-DT	3856	193	167	75	44	94	87	82	59	62
ENSG00000260103	3385	11	8	1	15	7	9	6	8	5
ENSG00000261775	361	2	2	0	5	0	2	4	3	1
ENSG00000212279	70	0	0	0	0	0	0	0	0	0
ARID3B	6183	594	620	382	232	1256	296	505	242	483
CLK3	19697	536	510	377	328	1100	442	540	341	445
ENSG00000275527	479	0	0	0	0	0	0	0	0	0
ENSG00000260919	498	1	0	0	1	0	1	0	0	1
EDC3	5089	496	489	337	258	606	233	396	208	325
CYP1A1	3361	12	8	4	2	14	1	6	5	4
CYP1A2	3132	1	3	0	1	3	1	1	3	0
CSK	4546	143	131	81	80	414	98	126	83	100
MIR4513	86	0	0	0	0	0	0	0	0	0
LMAN1L	4107	0	0	0	0	0	0	0	0	0
ENSG00000261606	6793	0	0	0	0	0	0	0	0	0
CPLX3	2002	0	0	0	0	0	0	0	0	0
ULK3	3514	127	134	100	33	285	51	139	34	109
MIR6882	66	0	0	0	0	0	0	0	0	0
SCAMP2	5000	473	473	318	324	1021	449	417	387	335
MPI	9090	946	863	421	217	1077	230	540	221	420
FAM219B	5015	178	163	62	74	99	118	66	87	63
COX5A	1326	14440	14929	5469	2964	3268	4684	6338	3279	5091
RPP25	2355	224	263	96	198	143	254	107	209	95
SCAMP5	4862	204	200	128	66	309	76	145	64	108
ENSG00000261813	334	0	0	0	1	0	0	0	0	0
ENSG00000260483	277	0	0	0	0	0	0	2	0	0
PPCDC	3750	639	719	239	155	341	237	228	153	215
ENSG00000260152	608	0	0	0	0	0	0	0	0	0
ENSG00000252722	131	0	0	0	0	0	0	0	0	0
ENSG00000288901	271	1	0	0	0	0	0	0	1	0
RPL36AP45	318	0	0	0	1	0	3	1	1	0
C15orf39	5807	376	336	266	275	626	335	315	242	260
ENSG00000261779	206	0	0	0	0	0	0	0	0	0
ENSG00000287926	1007	0	0	0	1	0	0	0	0	0
ENSG00000260660	2663	0	0	0	0	0	0	0	0	0
ENSG00000260104	176	0	0	0	0	0	0	0	0	0
NIFKP4	1192	1	0	0	0	1	0	0	0	2
GOLGA6C	5603	0	0	0	0	0	1	0	1	0
RN7SL489P	223	0	0	0	0	0	0	0	0	0
GOLGA6D	3455	0	0	0	0	0	0	0	0	0
RN7SL327P	223	0	0	0	0	0	0	0	0	0
DNM1P34	2305	0	0	0	0	0	0	0	0	0
ANP32BP1	1297	6	5	3	5	2	4	6	4	1
COMMD4	6650	2183	2222	719	616	801	800	944	463	882
ENSG00000275645	418	89	77	46	43	30	56	62	39	46
NEIL1	6939	179	171	121	140	274	154	168	107	129
MIR631	75	0	0	0	0	0	0	0	0	0
MAN2C1	9124	195	166	109	12	320	15	118	15	115
ENSG00000260274	1430	16	18	14	16	11	22	7	10	9
SIN3A	12453	402	299	262	453	536	340	347	352	250
RPL13P4	562	0	0	0	0	0	0	1	0	0
ENSG00000261714	466	2	0	0	0	1	0	0	0	0
ENSG00000276744	984	22	13	7	2	18	3	7	5	5
PTPN9	8658	82	80	57	133	206	157	84	119	67
